R<ID>;S<ID>'s;Formula's;SMILES;k;klo;kup;N
R79;S61 -> S60;C6H6N13O14 -> C6H6N13O14;[O]N(ON1[N][C@H](N(O1)N([O])[O])[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N(ON([N][C@H]1[C@H]2N([CH][C@H](N2N([O])[O])N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O])[O];9.090909e+11;3.851212e+10;4.331971e+12;1
R79*;S60 -> S61;C6H6N13O14 -> C6H6N13O14;[O]N(ON([N][C@H]1[C@H]2N([CH][C@H](N2N([O])[O])N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N(ON1[N][C@H](N(O1)N([O])[O])[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.497866e+13;0
R80;S63 -> S21 + S28 + S70;C18H18N35O34 -> C10H10N20O20 + C6H6N11O10 + C2H2N4O4;[O]N([N]/C=C/N([C@H](N([C@H](N(N([C@H]1[C@H](N(N([O])[O])/C=C/[N]N(ON([C@H]2C=N[C@H]3[C@H](N2N([O])[O])N(N([O])[O])[C@H](N3N([O])[O])/C=N/N([O])[O])N([O])[O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H](N(N([C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N(N([O])[O])/C=C/[N]N([O])[O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N([N]/C=C/[N]N([O])[O])[O];5.000000e+12;2.118167e+11;2.382584e+13;1
R80*;S21 + S28 + S70 -> S63;C10H10N20O20 + C6H6N11O10 + C2H2N4O4 -> C18H18N35O34;[O]N(/N=C/[C@H](N(N([C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N(N([O])[O])/C=C/[N]N([O])[O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N([N]/C=C/[N]N([O])[O])[O]:[O]N([N]/C=C/N([C@H](N([C@H](N(N([C@H]1[C@H](N(N([O])[O])/C=C/[N]N(ON([C@H]2C=N[C@H]3[C@H](N2N([O])[O])N(N([O])[O])[C@H](N3N([O])[O])/C=N/N([O])[O])N([O])[O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.526612e+11;0
R81;S66 -> S47 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N([N]/C=C/N([C@H](N([C@H]([N]N([O])[O])/C=N/N([O])[O])N([O])[O])/C=N\N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N=C[C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N=O;1.000000e+13;4.236333e+11;4.765168e+13;1
R81*;S47 + S106 -> S66;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N(/N=C\[C@H]1N=C[C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N=O:[O]N([N]/C=C/N([C@H](N([C@H]([N]N([O])[O])/C=N/N([O])[O])N([O])[O])/C=N\N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;6.466057e+10;0
R82;S67 -> S88;C6H6N12O12 -> C6H6N12O12;[O]N([N]/C=C/N([C@H](N([C@H]([N]N([O])[O])/C=N\N([O])[O])N([O])[O])/C=N\N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O];1.612903e+11;6.832796e+09;7.685755e+11;1
R82*;S88 -> S67;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O]:[O]N([N]/C=C/N([C@H](N([C@H]([N]N([O])[O])/C=N\N([O])[O])N([O])[O])/C=N\N([O])[O])N([O])[O])[O];4.566210e+10;1.934399e+09;2.175876e+11;1
R83;S68 -> S22;C12H12N24O24 -> C12H12N24O24;[O]N([N]/C=C/N([C@H]1[C@H](N(N([C@H](N([C@H]2[CH]N([C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H](N(N([C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N(N([O])[O])/C=C/[N]N([O])[O])/C=N/N([O])[O])N([O])[O])[O];7.692308e+11;3.258718e+10;3.665514e+12;1
R83*;S22 -> S68;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H](N(N([C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N(N([O])[O])/C=C/[N]N([O])[O])/C=N/N([O])[O])N([O])[O])[O]:[O]N([N]/C=C/N([C@H]1[C@H](N(N([C@H](N([C@H]2[CH]N([C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.783174e+11;0
R84;S69 + S106 -> S26 + S44;C12H12N23O22 + NO2 -> C6H6N10O10 + C6H6N14O14;[O]N([N]/C=C/N([C@H]1[C@H](N(N([C@H]2C=N[C@H]3[C@H](N2N([O])[O])N(N([O])[O])[C@H](N3N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O],[O]N=O:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O],[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N(N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O];1.505500e+12;6.377800e+10;7.173961e+12;1
R84*;S26 + S44 -> S69 + S106;C6H6N10O10 + C6H6N14O14 -> C12H12N23O22 + NO2;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O],[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N(N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N]/C=C/N([C@H]1[C@H](N(N([C@H]2C=N[C@H]3[C@H](N2N([O])[O])N(N([O])[O])[C@H](N3N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O],[O]N=O;0.000000e+00;0.000000e+00;1.804030e+13;0
R85;S71 -> S90 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N([N]/C=C/[N][C@H](N([C@H]([N]N([O])[O])/C=N/N(ON([O])[O])[O])N([O])[O])/C=N\N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O],[O]N=O;1.000000e+13;4.236333e+11;4.765168e+13;1
R85*;S90 + S106 -> S71;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O],[O]N=O:[O]N([N]/C=C/[N][C@H](N([C@H]([N]N([O])[O])/C=N/N(ON([O])[O])[O])N([O])[O])/C=N\N([O])[O])[O];0.000000e+00;0.000000e+00;1.343284e+10;0
R86;S74 -> S83;C6H6N9O8 -> C6H6N9O8;[O]N([N]/C=C\N([C@H]1[CH]N=C[C@H](N1N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H](N([C@H]1C=NC=CN1N([O])[O])N([O])[O])/C=N/N([O])[O])[O];1.111111e+12;4.707037e+10;5.294631e+12;1
R86*;S83 -> S74;C6H6N9O8 -> C6H6N9O8;[O]N([N][C@H](N([C@H]1C=NC=CN1N([O])[O])N([O])[O])/C=N/N([O])[O])[O]:[O]N([N]/C=C\N([C@H]1[CH]N=C[C@H](N1N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;8.096574e+11;0
R87;S78 -> S30;C6H6N14O14 -> C6H6N14O14;[O]N([N]N([C@H]1[C@H]2N([CH][C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([O])[O])[N]N([O])[O])[O];5.000000e+12;2.118167e+11;2.382584e+13;1
R87*;S30 -> S78;C6H6N14O14 -> C6H6N14O14;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([O])[O])[N]N([O])[O])[O]:[O]N([N]N([C@H]1[C@H]2N([CH][C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.992887e+12;0
R88;S79 -> S15;C6H6N12O11 -> C6H6N12O11;[O]N([N]O[N]/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[N]=N[C@H]([C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])N(N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R88*;S15 -> S79;C6H6N12O11 -> C6H6N12O11;[N]=N[C@H]([C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])N(N([O])[O])[O]:[O]N([N]O[N]/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.066022e+11;0
R89;S83 -> S75 + S76;C6H6N9O8 -> C4H4N5O4 + C2H2N4O4;[O]N([N][C@H](N([C@H]1C=NC=CN1N([O])[O])N([O])[O])/C=N/N([O])[O])[O]:[O]N([N]/C=C\N=C\C=N/N([O])[O])[O],[O]N([N]/C=C\[N]N([O])[O])[O];2.702703e+11;1.144955e+10;1.287883e+12;1
R89*;S75 + S76 -> S83;C4H4N5O4 + C2H2N4O4 -> C6H6N9O8;[O]N([N]/C=C\N=C\C=N/N([O])[O])[O],[O]N([N]/C=C\[N]N([O])[O])[O]:[O]N([N][C@H](N([C@H]1C=NC=CN1N([O])[O])N([O])[O])/C=N/N([O])[O])[O];0.000000e+00;0.000000e+00;4.625718e+11;0
R90;S84 -> S105 + S106;C6H6N13O14 -> C6H6N12O12 + NO2;[O]N([N][C@H]([C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[N]N(ON([O])[O])[O])[O]:[O]N1/N=C/[C@H]2N(N([O])[O])[C@H]3N([C@H](N(O1)N([O])[O])[CH]N([C@H]3N2N([O])[O])N([O])[O])N([O])[O],[O]N=O;5.000000e+12;2.118167e+11;2.382584e+13;1
R90*;S105 + S106 -> S84;C6H6N12O12 + NO2 -> C6H6N13O14;[O]N1/N=C/[C@H]2N(N([O])[O])[C@H]3N([C@H](N(O1)N([O])[O])[CH]N([C@H]3N2N([O])[O])N([O])[O])N([O])[O],[O]N=O:[O]N([N][C@H]([C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[N]N(ON([O])[O])[O])[O];0.000000e+00;0.000000e+00;6.013433e+12;0
R91;S85 -> S49;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(C=CN([C@H]2N([C@H]1N(N([O])[O])[C@H]2[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[CH]N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O];8.333333e+11;3.530278e+10;3.970974e+12;1
R91*;S49 -> S85;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[CH]N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(C=CN([C@H]2N([C@H]1N(N([O])[O])[C@H]2[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.443370e+11;0
R92;S85 -> S88;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(C=CN([C@H]2N([C@H]1N(N([O])[O])[C@H]2[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O];8.333333e+11;3.530278e+10;3.970974e+12;1
R92*;S88 -> S85;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O]:[O]N([N][C@H]1N(C=CN([C@H]2N([C@H]1N(N([O])[O])[C@H]2[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.367914e+11;0
R93;S86 -> S24;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](/C=N/N([O])[O])N([C@H]2N([C@H]1N([CH]2)N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];5.000000e+12;2.118167e+11;2.382584e+13;1
R93*;S24 -> S86;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](/C=N/N([O])[O])N([C@H]2N([C@H]1N([CH]2)N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.723393e+12;0
R94;S86 -> S32;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](/C=N/N([O])[O])N([C@H]2N([C@H]1N([CH]2)N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];5.000000e+12;2.118167e+11;2.382584e+13;1
R94*;S32 -> S86;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](/C=N/N([O])[O])N([C@H]2N([C@H]1N([CH]2)N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.744665e+10;0
R95;S87 -> S24;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];1.428571e+12;6.051905e+10;6.807383e+12;1
R95*;S24 -> S87;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O];0.000000e+00;0.000000e+00;2.723393e+12;0
R96;S88 -> S45;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O];9.132420e+10;1.385847e+10;2.922932e+11;2
R96*;S45 -> S88;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O];6.849315e+10;2.901598e+09;3.263814e+11;1
R97;S89 -> S71;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N(ON([O])[O])[O])[O]:[O]N([N]/C=C/[N][C@H](N([C@H]([N]N([O])[O])/C=N/N(ON([O])[O])[O])N([O])[O])/C=N\N([O])[O])[O];2.439024e+11;1.033252e+10;1.162236e+12;1
R97*;S71 -> S89;C6H6N12O12 -> C6H6N12O12;[O]N([N]/C=C/[N][C@H](N([C@H]([N]N([O])[O])/C=N/N(ON([O])[O])[O])N([O])[O])/C=N\N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N(ON([O])[O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R98;S90 + S106 -> S89;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O],[O]N=O:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N(ON([O])[O])[O])[O];4.483991e+09;1.899568e+08;2.136697e+10;1
R98*;S89 -> S90 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N(ON([O])[O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O],[O]N=O;0.000000e+00;0.000000e+00;7.306664e+11;0
R99;S91 -> S38;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]([N]N([O])[O])[C@H]2N([C@H]1N(C=CN2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N(C=CN([C@H](N1N([O])[O])[C@H]1[N]N(ON1N([O])[O])[O])N([O])[O])N([O])[O])[O];6.711409e+10;2.843177e+09;3.198099e+11;1
R99*;S38 -> S91;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N(C=CN([C@H](N1N([O])[O])[C@H]1[N]N(ON1N([O])[O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]([N]N([O])[O])[C@H]2N([C@H]1N(C=CN2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R100;S92 + S106 -> S58;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O],[O]N=O:[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O])[O];5.823985e+09;2.467234e+08;2.775227e+10;1
R100*;S58 -> S92 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O],[O]N=O;0.000000e+00;0.000000e+00;2.995732e+13;0
R101;S92 -> S28;C6H6N11O10 -> C6H6N11O10;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O];8.695652e+10;1.319568e+10;2.783140e+11;2
R101*;S28 -> S92;C6H6N11O10 -> C6H6N11O10;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;5.527181e+10;0
R102;S92 -> S39;C6H6N11O10 -> C6H6N11O10;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O];4.347826e+10;1.841884e+09;2.071812e+11;1
R102*;S39 -> S92;C6H6N11O10 -> C6H6N11O10;[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.405489e+11;0
R103;S93 -> S16 + S98;C12H12N23O21 -> C6H6N11O8 + C6H6N12O13;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1/N=N/ON([C@H]1N(N([O])[O])[C@H]3N(C=CN([C@H]1N([C@H]3[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N2N([O])[O])[O]:[N]=N[C@H]1[C@H]([N]N([O])[O])N(N([O])[O])[C@H]2N([C@H](N1N([O])[O])[CH]N=C2)N([O])[O],[O]N([N][C@H]1N([CH][C@H](N([C@H]1N(N([O])[O])[CH]/C=N\N([O])[O])N([O])[O])N(N([O])[O])[O])N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R103*;S16 + S98 -> S93;C6H6N11O8 + C6H6N12O13 -> C12H12N23O21;[N]=N[C@H]1[C@H]([N]N([O])[O])N(N([O])[O])[C@H]2N([C@H](N1N([O])[O])[CH]N=C2)N([O])[O],[O]N([N][C@H]1N([CH][C@H](N([C@H]1N(N([O])[O])[CH]/C=N\N([O])[O])N([O])[O])N(N([O])[O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1/N=N/ON([C@H]1N(N([O])[O])[C@H]3N(C=CN([C@H]1N([C@H]3[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N2N([O])[O])[O];0.000000e+00;0.000000e+00;1.804030e+13;0
R104;S94 -> S11 + S103;C6H6N12O12 -> C6H6N11O9 + NO3;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N(ON([O])[O])[O])N([O])[O])N2N([O])[O])[O]:O=N[N][C@H]1N(N([O])[O])[C@H]2[CH]N=C[C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O],[O]N([O])[O];2.500000e+12;1.059083e+11;1.191292e+13;1
R104*;S11 + S103 -> S94;C6H6N11O9 + NO3 -> C6H6N12O12;O=N[N][C@H]1N(N([O])[O])[C@H]2[CH]N=C[C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O],[O]N([O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N(ON([O])[O])[O])N([O])[O])N2N([O])[O])[O];0.000000e+00;0.000000e+00;9.020150e+12;0
R105;S95 + S106 -> S94;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O])[O],[O]N=O:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N(ON([O])[O])[O])N([O])[O])N2N([O])[O])[O];3.253377e+09;1.378239e+08;1.550289e+10;1
R105*;S94 -> S95 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N(ON([O])[O])[O])N([O])[O])N2N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O])[O],[O]N=O;0.000000e+00;0.000000e+00;7.489331e+12;0
R106;S95 -> S92;C6H6N11O10 -> C6H6N11O10;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O];2.212389e+10;9.372419e+08;1.054241e+11;1
R106*;S92 -> S95;C6H6N11O10 -> C6H6N11O10;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O])[O];4.347826e+10;1.841884e+09;2.071812e+11;1
